book_id,title,subtitle,cover_image_url,abstract,CommunityReview,page_count,published_date,Genre
86525,Master of the Senate,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1388189118i/86525.jpg,"Master of the Senate, Book Three of The Years of Lyndon Johnson, carries Johnson’s story through one of its most remarkable periods: his twelve years, from 1949 to 1960, in the United States Senate.<br /><br />At the heart of the book is its unprecedented revelation of how legislative power works in America, how the Senate works, and how Johnson, in his ascent to the presidency, mastered the Senate as no political leader before him had ever done.<br /> <br />It was during these years that all Johnson’s experience—from his Texas Hill Country boyhood to his passionate representation in Congress of his hardscrabble constituents to his tireless construction of a political machine—came to fruition. Caro introduces the story with a dramatic account of the Senate itself: how Daniel Webster, Henry Clay, and John C. Calhoun had made it the center of governmental energy, the forum in which the great issues of the country were thrashed out. And how, by the time Johnson arrived, it had dwindled into a body that merely responded to executive initiatives, all but impervious to the forces of change. Caro anatomizes the genius for political strategy and tactics by which, in an institution that had made the seniority system all-powerful for a century and more, Johnson became Majority Leader after only a single term-the youngest and greatest Senate Leader in our history; how he manipulated the Senate’s hallowed rules and customs and the weaknesses and strengths of his colleagues to change the “unchangeable” Senate from a loose confederation of sovereign senators to a whirring legislative machine under his own iron-fisted control.<br /> <br />Caro demonstrates how Johnson’s political genius enabled him to reconcile the unreconcilable: to retain the support of the southerners who controlled the Senate while earning the trust—or at least the cooperation—of the liberals, led by Paul Douglas and Hubert Humphrey, without whom he could not achieve his goal of winning the presidency. He shows the dark side of Johnson’s ambition: how he proved his loyalty to the great oil barons who had financed his rise to power by ruthlessly destroying the career of the New Dealer who was in charge of regulating them, Federal Power Commission Chairman Leland Olds. And we watch him achieve the impossible: convincing southerners that although he was firmly in their camp as the anointed successor to their leader, Richard Russell, it was essential that they allow him to make some progress toward civil rights. In a breathtaking tour de force, Caro details Johnson’s amazing triumph in maneuvering to passage the first civil rights legislation since 1875.<br /> <br />Master of the Senate, told with an abundance of rich detail that could only have come from Caro’s peerless research, is both a galvanizing portrait of the man himself—the titan of Capital Hill, volcanic, mesmerizing—and a definitive and revelatory study of the workings and personal and legislative power.",,1167,"April 25, 2003",Business/Economics
76401,Bury My Heart at Wounded Knee: An Indian History of the American West,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1604058784i/76401.jpg,"Världens mest berömda indianbok utkommer nu i en ny, illustrerad utgåva med 300 fantastiska bilder!<br /><br />Dee Browns Begrav mitt hjärta vid Wounded Knee skildrar USA:s kolonisation av vilda västern under andra halvan av 1800-talet, då apacher, cheyenner, comancher, siouxer och andra stammar bjuder de vita inkräktarna ett oväntat hårt motstånd.<br /><br />I Arizona gäckar hövdingar som Cochise och Geronimo fienden i ett kvartssekel med sin gerillakrigföring. Längs vägen till guldfyndigheterna i Montana tvingar Red Cloud ”blårockarna” att lämna sina fort och dra sig tillbaka. Vid Little Bighorn nedgör Crazy Horse och Sitting Bull general Custers sjunde kavalleriregemente till sista man.<br /><br />Till slut tvingas emellertid indianerna att ge sig för övermakten. Men det rättvisepatos och den motståndsvilja som de visar prov på i denna sin sista strid – och som Dee Brown skildrar så livfullt och gripande i sin bok – har gjort deras namn och kultur beundrade av eftervärlden. Författaren kallar dem ”de kanske mest heroiska amerikaner som någonsin levat”.",,509,"January 23, 2001",History
347610,"King Leopold's Ghost: A Story of Greed, Terror, and Heroism in Colonial Africa",,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1348621563i/347610.jpg,"In the 1880s, as the European powers were carving up Africa, King Leopold II of Belgium seized for himself the vast and mostly unexplored territory surrounding the Congo River. Carrying out a genocidal plundering of the Congo, he looted its rubber, brutalized its people, and ultimately slashed its population by ten million—all the while shrewdly cultivating his reputation as a great humanitarian. Heroic efforts to expose these crimes eventually led to the first great human rights movement of the twentieth century, in which everyone from Mark Twain to the Archbishop of Canterbury participated. <i>King Leopold's Ghost</i> is the haunting account of a megalomaniac of monstrous proportions, a man as cunning, charming, and cruel as any of the great Shakespearean villains. It is also the deeply moving portrait of those who fought Leopold: a brave handful of missionaries, travelers, and young idealists who went to Africa for work or adventure and unexpectedly found themselves witnesses to a holocaust.<br /><br /> Adam Hochschild brings this largely untold story alive with the wit and skill of a Barbara Tuchman. Like her, he knows that history often provides a far richer cast of characters than any novelist could invent. Chief among them is Edmund Morel, a young British shipping agent who went on to lead the international crusade against Leopold. Another hero of this tale, the Irish patriot Roger Casement, ended his life on a London gallows. Two courageous black Americans, George Washington Williams and William Sheppard, risked much to bring evidence of the Congo atrocities to the outside world. Sailing into the middle of the story was a young Congo River steamboat officer named Joseph Conrad. And looming above them all, the duplicitous billionaire King Leopold II. With great power and compassion, <i>King Leopold's Ghost</i> will brand the tragedy of the Congo—too long forgotten—onto the conscience of the West.",,380,"October 1, 1999",History
110331,The Federalist Papers,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1327865541i/110331.jpg,"<div>
  <p>Hailed by Thomas Jefferson as “the best commentary on the principles of government which was ever written"", The Federalist Papers is a collection of eighty-five essays published by Founding Fathers Alexander Hamilton, James Madison, and John Jay from 1787 to 1788, as a means to persuade the public to ratify the Constitution of the United States.</p>
  <br />
  <p>With nearly two-thirds of the essays written by Hamilton, this enduring classic is perfect for modern audiences passionate about his work or seeking a deeper understanding of one of the most important documents in US history.</p>
</div>",,688,"April 1, 2003",Philosophy/Social Theory
8664353,"Unbroken: A World War II Story of Survival, Resilience and Redemption",,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1327861115i/8664353.jpg,"On a May afternoon in 1943, an Army Air Forces bomber crashed into the Pacific Ocean and disappeared, leaving only a spray of debris and a slick of oil, gasoline, and blood. Then, on the ocean surface, a face appeared. It was that of a young lieutenant, the plane's bombardier, who was struggling to a life raft and pulling himself aboard. So began one of the most extraordinary odysseys of the Second World War.<br /><br />The lieutenant’s name was Louis Zamperini. In boyhood, he'd been a cunning and incorrigible delinquent, breaking into houses, brawling, and fleeing his home to ride the rails. As a teenager, he had channeled his defiance into running, discovering a prodigious talent that had carried him to the Berlin Olympics and within sight of the four-minute mile. But when war had come, the athlete had become an airman, embarking on a journey that led to his doomed flight, a tiny raft, and a drift into the unknown.<br /><br />Ahead of Zamperini lay thousands of miles of open ocean, leaping sharks, a foundering raft, thirst and starvation, enemy aircraft, and, beyond, a trial even greater. Driven to the limits of endurance, Zamperini would answer desperation with ingenuity; suffering with hope, resolve, and humor; brutality with rebellion. His fate, whether triumph or tragedy, would be suspended on the fraying wire of his will.",,475,"November 16, 2010",Biography/Memoir
86524,The Path to Power,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1349023045i/86524.jpg,"The Years of Lyndon Johnson is the political biography of our time. No president—no era of American politics—has been so intensively and sharply examined at a time when so many prime witnesses to hitherto untold or misinterpreted facets of a life, a career, and a period of history could still be persuaded to speak.<br /> <br />The Path to Power, Book One, reveals in extraordinary detail the genesis of the almost superhuman drive, energy, and urge to power that set LBJ apart. Chronicling the startling early emergence of Johnson’s political genius, it follows him from his Texas boyhood through the years of the Depression in the Texas hill Country to the triumph of his congressional debut in New Deal Washington, to his heartbreaking defeat in his first race for the Senate, and his attainment, nonetheless, of the national power for which he hungered.<br /> <br />We see in him, from earliest childhood, a fierce, unquenchable necessity to be first, to win, to dominate—coupled with a limitless capacity for hard, unceasing labor in the service of his own ambition. Caro shows us the big, gangling, awkward young Lyndon—raised in one of the country’s most desperately poor and isolated areas, his education mediocre at best, his pride stung by his father’s slide into failure and financial ruin—lunging for success, moving inexorably toward that ultimate “impossible” goal that he sets for himself years before any friend or enemy suspects what it may be.<br /><br />We watch him, while still at college, instinctively (and ruthlessly) creating the beginnings of the political machine that was to serve him for three decades. We see him employing his extraordinary ability to mesmerize and manipulate powerful older men, to mesmerize (and sometimes almost enslave) useful subordinates. We see him carrying out, before his thirtieth year, his first great political inspiration: tapping-and becoming the political conduit for-the money and influence of the new oil men and contractors who were to grow with him to immense power. We follow, close up, the radical fluctuations of his relationships with the formidable “Mr. Sam” Rayburn (who loved him like a son and whom he betrayed) and with FDR himself. And we follow the dramas of his emotional life-the intensities and complications of his relationships with his family, his contemporaries, his girls; his wooing and winning of the shy Lady Bird; his secret love affair, over many years, with the mistress of one of his most ardent and generous supporters . . . <br /> <br />Johnson driving his people to the point of exhausted tears, equally merciless with himself . . . Johnson bullying, cajoling, lying, yet inspiring an amazing loyalty . . . Johnson maneuvering to dethrone the unassailable old Jack Garner (then Vice President of the United States) as the New Deal’s “connection” in Texas, and seize the power himself . . . Johnson raging . . . Johnson hugging . . . Johnson bringing light and, indeed, life to the worn Hill Country farmers and their old-at-thirty wives via the district’s first electric lines.<br /> <br />We see him at once unscrupulous, admirable, treacherous, devoted. And we see the country that bred him: the harshness and “nauseating loneliness” of the rural life; the tragic panorama of the Depression; the sudden glow of hope at the dawn of the Age of Roosevelt. And always, in the foreground, on the move, LBJ.<br /> <br />Here is Lyndon Johnson—his Texas, his Washington, his America—in a book that brings us as close as we have ever been to a true perception of political genius and the American political process.",,882,"February 17, 1990",Romance
10414941,Catherine the Great: Portrait of a Woman,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1403395276i/10414941.jpg,"Pulitzer Prize winner Massie offers the tale of a princess who went to Russia at 14 and became one of the most powerful women in history. Born into minor German nobility, she transformed herself into an empress by sheer determination. Possessing a brilliant, curious mind, she devoured the works of Enlightenment philosophers, and reaching the throne, tried using their principles to rule the vast, backward empire. She knew or corresponded with notable figures of her time: Voltaire, Diderot, Frederick the Great, Maria Theresa of Austria, Marie Antoinette &amp; John Paul Jones. Wanting to be the “benevolent despot” Montesquieu idealized, she contended with the deeply ingrained realities of Russian life, including serfdom. She persevered, and for 34 years the government, foreign policy, cultural development and welfare of the Russian people were in her hands. She dealt with domestic rebellion, wars &amp; the tides of political change and violence inspired by the French Revolution. Her reputation depended on the perspective of the speaker. She was praised by Voltaire as like the classical philosophers. She was condemned by enemies, mostly foreign, as “the Messalina of the north.” Her family, friends, ministers, generals, lovers and enemies are vividly described. These included her ambitious, scheming mother; her weak, bullying husband, Peter (who left her sexually untouched for nine years after their marriage); her unhappy son &amp; heir, Paul; her beloved grandchildren; and her favorites—the young men from whom she sought companionship and the recapture of youth as well as sex. Here, too, is Gregory Potemkin, her most significant lover &amp; possible husband, with whom she shared a correspondence of love &amp; separation, followed by 17 years of unparalleled mutual achievement. All the qualities that Massie brought to Nicholas &amp; Alexandra and Peter the Great are present: historical accuracy, deep understanding, felicity of style, mastery of detail, ability to shatter myth &amp; a genius for finding and expressing a human drama.",,656,"November 8, 2011",Fantasy
770512,1066: The Year of the Conquest,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1489272230i/770512.jpg,"Alternate cover for ISBN 10: 0140058508 / ISBN 13: 9780140058505<br /><br />Everyone knows 1066 as the date of the Norman invasion and conquest of England. But how many of us can place that event in the context of the entire dramatic year in which it took place? From the death of Edward the Confessor in early January to the Christmas coronation of Duke William of Normandy, there is an almost uncanny symmetry, as well as a relentlessly exciting surge, of events leading to and from Hastings.",,208,"August 27, 1981",Military History
2715,Salt: A World History,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1414608893i/2715.jpg,"In his fifth work of nonfiction, Mark Kurlansky turns his attention to a common household item with a long and intriguing history: salt. The only rock we eat, salt has shaped civilization from the very beginning, and its story is a glittering, often surprising part of the history of humankind. A substance so valuable it served as currency, salt has influenced the establishment of trade routes and cities, provoked and financed wars, secured empires, and inspired revolutions. ",,484,"January 28, 2003",History
21996,The Devil in the White City,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1312066724i/21996.jpg,"Murder, Magic, and Madness at the Fair That Changed America<br /><br />Erik Larson's gifts as a storyteller are magnificently displayed in this rich narrative of the master builder, the killer, and the great fair that obsessed them both.<br /><br />Two men, each handsome and unusually adept at his chosen work, embodied an element of the great dynamic that characterized America's rush toward the twentieth century. The architect was Daniel Hudson Burnham, the fair's brilliant director of works and the builder of many of the country's most important structures, including the Flatiron Building in New York and Union Station in Washington, D.C. The murderer was Henry H. Holmes, a young doctor who, in a malign parody of the White City, built his ""World's Fair Hotel"" just west of the fairgrounds—a torture palace complete with dissection table, gas chamber, and 3,000-degree crematorium. Burnham overcame tremendous obstacles and tragedies as he organized the talents of Frederick Law Olmsted, Charles McKim, Louis Sullivan, and others to transform swampy Jackson Park into the White City, while Holmes used the attraction of the great fair and his own satanic charms to lure scores of young women to their deaths. What makes the story all the more chilling is that Holmes really lived, walking the grounds of that dream city by the lake.<br /><br />The Devil in the White City draws the reader into a time of magic and majesty, made all the more appealing by a supporting cast of real-life characters, including Buffalo Bill, Theodore Dreiser, Susan B. Anthony, Thomas Edison, Archduke Francis Ferdinand, and others. In this book the smoke, romance, and mystery of the Gilded Age come alive as never before.",,496,"February 11, 2003",Fantasy
4820,"Mayflower: A Story of Courage, Community, and War",,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1474488130i/4820.jpg,"<b>HOW DID AMERICA BEGIN?</b><br /><br />This simple question launches acclaimed author Nathaniel Philbrick on an extraordinary journey to understand the truth behind our most sacred national myth: the voyage of the <i>Mayflower</i> and the settlement of Plymouth Colony. As Philbrick reveals in this electrifying new book, the story of the Pilgrims does not end with the First Thanksgiving; instead, it is a fifty-five-year epic that is at once tragic and heroic, and still carries meaning for us today.",,461,"May 9, 2006",Fantasy
40961608,The Worst Hard Time: The Untold Story of Those Who Survived the Great American Dust Bowl,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1532715955i/40961608.jpg,"<b>In a tour de force of historical reportage, Timothy Egan’s National Book Award–winning story rescues an iconic chapter of American history from the shadows.</b>   The dust storms that terrorized the High Plains in the darkest years of the Depression were like nothing ever seen before or since. Following a dozen families and their communities through the rise and fall of the region, Timothy Egan tells of their desperate attempts to carry on through blinding black dust blizzards, crop failure, and the death of loved ones. Brilliantly capturing the terrifying drama of catastrophe, he does equal justice to the human characters who become his heroes, “the stoic, long-suffering men and women whose lives he opens up with urgency and respect” (New York Times). In an era that promises ever-greater natural disasters, The Worst Hard Time is “arguably the best nonfiction book yet” (Austin Statesman Journal) on the greatest environmental disaster ever to be visited upon our land and a powerful reminder about the dangers of trifling with nature.",,352,"July 1, 2018",Psychology/Self-Help
18669169,The Sleepwalkers: How Europe Went to War in 1914,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1728669240i/18669169.jpg,"The moments that it took Gavrilo Princip to step forward to the stalled car and shoot dead Franz Ferdinand and his wife were perhaps the most fateful of the modern era. An act of terrorism of staggering efficiency, it fulfilled its every aim: it would liberate Bosnia from Habsburg rule and it created a powerful new Serbia, but it also brought down four great empires, killed millions of men and destroyed a civilization. What made a seemingly prosperous and complacent Europe so vulnerable to the impact of this assassination? <br /><br />In <i>The Sleepwalkers</i> Christopher Clark retells the story of the outbreak of the First World War and its causes. Above all, it shows how the failure to understand the seriousness of the chaotic, near genocidal fighting in the Balkans would drag Europe into catastrophe.",,706,"September 27, 2012",Military History
78107,A Peace to End All Peace: The Fall of the Ottoman Empire and The Creation of the Modern Middle East,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1429664334i/78107.jpg,"The critically acclaimed New York Times bestselling account of how the modern Middle East came into being after World War I, and why it is in upheaval today<br /><br />In our time the Middle East has proven a battleground of rival religions, ideologies, nationalisms, and dynasties. All of these conflicts, including the hostilities between Arabs and Israelis that have flared yet again, come down, in a sense, to the extent to which the Middle East will continue to live with its political inheritance: the arrangements, unities, and divisions imposed upon the region by the Allies after the First World War.<br /><br />In A Peace to End All Peace , David Fromkin reveals how and why the Allies came to remake the geography and politics of the Middle East, drawing lines on an empty map that eventually became the new countries of Iraq, Israel, Jordan, and Lebanon. Focusing on the formative years of 1914 to 1922, when all-even an alliance between Arab nationalism and Zionism-seemed possible he raises questions about what might have been done differently, and answers questions about why things were done as they were. The current battle for a Palestinian homeland has its roots in these events of 85 years ago.",,635,"January 1, 2001",Military History
6572270,Bloodlands: Europe Between Hitler and Stalin,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1328843543i/6572270.jpg,"Americans call the Second World War “The Good War.” But before it even began, America’s wartime ally Josef Stalin had killed millions of his own citizens—and kept killing them during and after the war. Before Hitler was finally defeated, he had murdered six million Jews and nearly as many other Europeans. At war’s end, both the German and the Soviet killing sites fell behind the iron curtain, leaving the history of mass killing in darkness.<br /><br />Bloodlands is a new kind of European history, presenting the mass murders committed by the Nazi and Stalinist regimes as two aspects of a single history, in the time and place where they occurred: between Germany and Russia, when Hitler and Stalin both held power. Assiduously researched, deeply humane, and utterly definitive, Bloodlands will be required reading for anyone seeking to understand the central tragedy of modern history.<br /><br />From Booklist<br />If there is an explanation for the political killing perpetrated in eastern Europe in the 1930s and 1940s, historian Snyder roots it in agriculture. Stalin wanted to collectivize farmers; Hitler wanted to eliminate them so Germans could colonize the land. The dictators wielded frightening power to advance such fantasies toward reality, and the despots toted up about 14 million corpses between them, so stupefying a figure that Snyder sets himself three goals here: to break down the number into the various actions of murder that comprise it, from liquidation of the kulaks to the final solution; to restore humanity to the victims via surviving testimony to their fates; and to deny Hitler and Stalin any historical justification for their policies, which at the time had legions of supporters and have some even today. Such scope may render Snyder’s project too imposing to casual readers, but it would engage those exposed to the period’s chronology and major interpretive issues, such as the extent to which the Nazi and Soviet systems may be compared. Solid and judicious scholarship for large WWII collections.",,524,"October 12, 2010",Military History
568236,A Distant Mirror: The Calamitous 14th Century,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1403200553i/568236.jpg,"The 14th century gives us back two contradictory images: a glittering time of crusades and castles, cathedrals and chivalry, and a dark time of ferocity and spiritual agony, a world plunged into a chaos of war, fear and the Plague. <b>Barbara Tuchman</b> anatomizes the century, revealing both the great rhythms of history and the grain and texture of domestic life as it was lived.",,714,"July 12, 1987",Military History
18728,No Ordinary Time: Franklin and Eleanor Roosevelt: The Home Front in World War II,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1559635256i/18728.jpg,"Winner of the Pulitzer for History, <i>No Ordinary Time</i> is a chronicle of one of the most vibrant &amp; revolutionary periods in US history. With an extraordinary collection of details, Goodwin weaves together a number of story lines—the Roosevelt’s marriage &amp; partnership, Eleanor’s life as First Lady, &amp; FDR’s White House &amp; its impact on America as well as on a world at war. Goodwin melds these into an intimate portrait of Eleanor &amp; Franklin Roosevelt &amp; of the time during which a new, modern America was born.",,633,"October 1, 1995",Military History
26348,"Paris, 1919: Six Months that Changed the World",,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1386924766i/26348.jpg,"'Without question, Margaret MacMillan's Paris 1919 is the most honest and engaging history ever written about those fateful months after World War I when the maps of Europe were redrawn. Brimming with lucid analysis, elegant character sketches, and geopolitical pathos, it is essential reading.'<br /><br />Between January and July 1919, after ""the war to end all wars,"" men and women from around the world converged on Paris to shape the peace. Center stage, for the first time in history, was an American president, Woodrow Wilson, who with his Fourteen Points seemed to promise to so many people the fulfillment of their dreams. Stern, intransigent, impatient when it came to security concerns and wildly idealistic in his dream of a League of Nations that would resolve all future conflict peacefully, Wilson is only one of the larger-than-life characters who fill the pages of this extraordinary book. David Lloyd George, the gregarious and wily British prime minister, brought Winston Churchill and John Maynard Keynes. Lawrence of Arabia joined the Arab delegation. Ho Chi Minh, a kitchen assistant at the Ritz, submitted a petition for an independent Vietnam.<br /><br />For six months, Paris was effectively the center of the world as the peacemakers carved up bankrupt empires and created new countries. This book brings to life the personalities, ideals, and prejudices of the men who shaped the settlement. They pushed Russia to the sidelines, alienated China, and dismissed the Arabs. They struggled with the problems of Kosovo, of the Kurds, and of a homeland for the Jews.<br /><br />The peacemakers, so it has been said, failed dismally; above all they failed to prevent another war. Margaret MacMillan argues that they have unfairly been made the scapegoats for the mistakes of those who came later. She refutes received ideas about the path from Versailles to World War II and debunks the widely accepted notion that reparations imposed on the Germans were in large part responsible for the Second World War.<br /><br />A landmark work of narrative history, Paris 1919 is the first full-scale treatment of the Peace Conference in more than twenty-five years. It offers a scintillating view of those dramatic and fateful days when much of the modern world was sketched out, when countries were created--Iraq, Yugoslavia, Israel--whose troubles haunt us still.<br /><br />Winner of the Samuel Johnson Prize, the PEN Hessell Tiltman Prize and the Duff Cooper Prize",,624,"January 1, 2003",Military History
2767,A People’s History of the United States: 1492 - Present,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1494279423i/2767.jpg,"In the book, Zinn presented a different side of history from the more traditional ""fundamental nationalist glorification of country"". <br />Zinn portrays a side of American history that can largely be seen as the exploitation and manipulation of the majority by rigged systems that hugely favor a small aggregate of elite rulers from across the orthodox political parties.<br />A People's History has been assigned as reading in many high schools and colleges across the United States. It has also resulted in a change in the focus of historical work, which now includes stories that previously were ignored<br /><br />Library Journal calls Howard Zinn’s book “a brilliant and moving history of the American people from the point of view of those…whose plight has been largely omitted from most histories.”",,729,"January 1, 1995",Philosophy/Social Theory
49250,"D-Day, June 6, 1944: The Battle for the Normandy Beaches",,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1391798880i/49250.jpg,"It is the young men born into the false prosperity of the 1920s and brought up in the bitter realities of the Depression of the 1930s that this book is about. The literature they read as youngsters was anti-war and cynical, portraying patriots as suckers, slackers and heroes. None of them wanted to be part of another war. They wanted to be throwing baseballs, not handgrenades; shooting .22s at rabbits, not M-1s at other young men. But when the test came, when freedom had to be fought for or abandoned, they fought (from the Prologue).",,656,"January 1, 2002",Military History
21,A Short History of Nearly Everything,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1433086293i/21.jpg,"Bill Bryson describes himself as a reluctant traveller, but even when he stays safely at home he can't contain his curiosity about the world around him. ""A Short History of Nearly Everything"" is his quest to understand everything that has happened from the Big Bang to the rise of civilisation - how we got from there, being nothing at all, to here, being us. The ultimate eye-opening journey through time and space, revealing the world in a way most of us have never seen it before.",,544,"September 14, 2004",Science Fiction
70561,The Gulag Archipelago 1918–1956,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1388293026i/70561.jpg,"Drawing on his own incarceration and exile, as well as on evidence from more than 200 fellow prisoners and Soviet archives, Aleksandr I. Solzhenitsyn reveals the entire apparatus of Soviet repression—the state within the state that ruled all-powerfully. Through truly Shakespearean portraits of its victims—men, women, and children—we encounter secret police operations, labor camps and prisons; the uprooting or extermination of whole populations, the welcome that awaited Russian soldiers who had been German prisoners of war. Yet we also witness the astounding moral courage of the incorruptible, who, defenseless, endured great brutality and degradation. <i>The Gulag Archipelago 1918–1956</i>—a grisly indictment of a regime, fashioned here into a veritable literary miracle—has now been updated with a new introduction that includes the fall of the Soviet Union and Solzhenitsyn's move back to Russia.",,512,"February 1, 2002",Military History
161156,"The Longest Day: June 6, 1944",,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1560902103i/161156.jpg,"The unparalleled work of history that recreates the battle that changed World War II -- now in a new edition for the 50th anniversary of D-Day.<br /><br />Newly in print for the first time in years, this is the classic story of the invasion of Normandy, and a book that endures as a masterpiece of living history. A compelling tale of courage and heroism, glow and tragedy, The Longest Day painstakingly recreates the fateful hours that preceded and followed the massive invasion of Normandy to retell the story of an epic battle that would turn the tide against world fascism and free Europe from the grip of Nazi Germany.<br /><br />For this new edition of The Longest Day, the original photographs used in the first 1959 edition have been reassembled and painstakingly reproduced, and the text has been freshly reset. Here is a book that is a must for any follower of history, as well as for anyone who wants to better understand how free nations prevailed at a time when darkness enshrouded the earth.",,350,"May 1, 1994",Military History
404273,Blackshirts and Reds: Rational Fascism and the Overthrow of Communism,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1328774833i/404273.jpg,"<i>
  <b>Blackshirts &amp; Reds</b>
</i> explores some of the big issues of our time: fascism, capitalism, communism, revolution, democracy, and ecology—terms often bandied about but seldom explored in the original and exciting way that has become Michael Parenti’s trademark.<br /><br />Parenti shows how “rational fascism” renders service to capitalism, how corporate power undermines democracy, and how revolutions are a mass empowerment against the forces of exploitative privilege. He also maps out the external and internal forces that destroyed communism, and the disastrous impact of the “free-market” victory on eastern Europe and the former Soviet Union. He affirms the relevance of taboo ideologies like Marxism, demonstrating the importance of class analysis in understanding political realities and dealing with the ongoing collision between ecology and global corporatism.<br /><br />Written with lucid and compelling style, this book goes beyond truncated modes of thought, inviting us to entertain iconoclastic views, and to ask why things are as they are. It is a bold and entertaining exploration of the epic struggles of yesterday and today.<br /><br />""A penetrating and persuasive writer with an astonishing array of documentation to implement his attacks.""—<i>The Catholic Journalist</i><br /><br /><i>""<b>Blackshirts &amp; Reds</b></i> discusses the great combat between fascism and socialism that is the defining feature of the Twentieth Century, and takes every official version to task for its substitution of moral analysis for critical analysis, for its selectivity, and for its errata. By portraying the struggle between fascism and Communism in this century as a single conflict, and not a series of discrete encounters, between the insatiable need for new capital on the one hand and the survival of a system under siege on the other, Parenti defines fascism as the weapon of capitalism, not simply an extreme form of it. Fascism is not an aberration, he points out, but a ""rational"" and integral component of the system.""—Stan Goff, <i>The Prism</i><br /><br /><b>Michael Parenti</b>, PhD Yale, is an internationally known author and lecturer. He is one of the nation's leading progressive political analysts. He is the author of over 275 published articles and twenty books. His writings are published in popular periodicals, scholarly journals, and his op-ed pieces have been in leading newspapers such as <i>The New York Times</i> and <i>The Los Angeles Times</i>. His informative and entertaining books and talks have reached a wide range of audiences in North America and abroad.<br /><br />",,166,"June 1, 1997",Business/Economics
29022,The Twelve Caesars,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1760308274i/29022.jpg,"As private secretary to the Emperor Hadrian, Suetonius gained access to the imperial archives and used them (along with eye-witness accounts) to produce one of the most colorful biographical works in history. <i>The Twelve Caesars</i> chronicles the public careers and private lives of the men who wielded absolute power over Rome, from the foundation of the empire under Julius Caesar and Augustus, to the decline into depravity and civil war under Nero, and the recovery that came with his successors. A masterpiece of anecdote, wry observation and detailed physical description, <i>The Twelve Caesars</i> presents us with a gallery of vividly drawn — and all too human — individuals.<br /><br />Robert Graves's celebrated translation, sensitively revised by Michael Grant, captures all the wit and immediacy of Suetonius' original.",,363,"May 6, 2003",Military History
35100,Battle Cry of Freedom: The Civil War Era,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1388185755i/35100.jpg,"Filled with fresh interpretations and information, puncturing old myths and challenging new ones, <i>Battle Cry of Freedom</i> will unquestionably become the standard one-volume history of the Civil War. <br /><br />James McPherson's fast-paced narrative fully integrates the political, social, and military events that crowded the two decades from the outbreak of one war in Mexico to the ending of another at Appomattox. Packed with drama and analytical insight, the book vividly recounts the momentous episodes that preceded the Civil War--the Dred Scott decision, the Lincoln-Douglas debates, John Brown's raid on Harper's Ferry--and then moves into a masterful chronicle of the war itself--the battles, the strategic maneuvering on both sides, the politics, and the personalities. Particularly notable are McPherson's new views on such matters as the slavery expansion issue in the 1850s, the origins of the Republican Party, the causes of secession, internal dissent and anti-war opposition in the North and the South, and the reasons for the Union's victory. <br /><br />The book's title refers to the sentiments that informed both the Northern and Southern views of the conflict: the South seceded in the name of that freedom of self-determination and self-government for which their fathers had fought in 1776, while the North stood fast in defense of the Union founded by those fathers as the bulwark of American liberty. Eventually, the North had to grapple with the underlying cause of the war--slavery--and adopt a policy of emancipation as a second war aim. This ""new birth of freedom,"" as Lincoln called it, constitutes the proudest legacy of America's bloodiest conflict. <br /><br />This authoritative volume makes sense of that vast and confusing ""second American Revolution"" we call the Civil War, a war that transformed a nation and expanded our heritage of liberty.",,867,"December 11, 2003",Military History
